N,P,K,temperature,humidity,ph,rainfall,label
27.0,72.0,17.0,28.98,57.233,6.348,120.744,Pigeonpeas
40.0,62.0,19.0,27.322,34.137,4.698,96.515,Pigeonpeas
18.0,58.0,16.0,21.476,38.8,4.963,180.382,Pigeonpeas
3.0,68.0,16.0,18.319,34.698,4.965,107.472,Pigeonpeas
26.0,67.0,24.0,36.978,37.74,5.643,161.481,Pigeonpeas
16.0,70.0,20.0,24.805,40.124,5.609,121.564,Pigeonpeas
24.0,63.0,19.0,19.348,55.968,4.682,194.592,Pigeonpeas
9.0,76.0,25.0,28.883,50.123,5.71,179.216,Pigeonpeas
16.0,55.0,19.0,19.543,47.192,6.414,192.437,Pigeonpeas
28.0,75.0,21.0,24.774,50.546,6.008,114.282,Pigeonpeas
16.0,71.0,24.0,18.331,38.41,4.946,139.648,Pigeonpeas
24.0,70.0,21.0,19.147,45.373,5.517,132.775,Pigeonpeas
38.0,72.0,21.0,28.234,49.442,5.902,186.501,Pigeonpeas
9.0,66.0,21.0,30.118,34.133,5.72,157.086,Pigeonpeas
34.0,56.0,17.0,33.413,35.429,4.548,139.67,Pigeonpeas
1.0,76.0,19.0,24.186,46.687,6.67,177.338,Pigeonpeas
6.0,69.0,19.0,26.886,41.696,4.751,94.467,Pigeonpeas
26.0,73.0,21.0,31.332,57.974,4.946,161.782,Pigeonpeas
27.0,61.0,18.0,33.307,67.078,5.266,108.509,Pigeonpeas
27.0,71.0,23.0,23.454,46.487,7.11,150.871,Pigeonpeas
36.0,61.0,21.0,34.538,39.045,5.617,168.595,Pigeonpeas
17.0,73.0,18.0,19.501,34.511,5.632,197.375,Pigeonpeas
26.0,72.0,22.0,28.768,37.578,4.675,91.721,Pigeonpeas
17.0,64.0,16.0,30.978,32.249,7.162,180.717,Pigeonpeas
14.0,74.0,19.0,18.398,36.826,6.625,93.123,Pigeonpeas
39.0,60.0,15.0,35.094,30.987,5.004,116.911,Pigeonpeas
6.0,66.0,15.0,34.932,30.4,6.346,159.265,Pigeonpeas
8.0,59.0,18.0,29.505,35.72,6.217,187.896,Pigeonpeas
2.0,67.0,18.0,34.519,47.53,5.922,129.006,Pigeonpeas
1.0,76.0,17.0,28.434,52.1,6.013,147.041,Pigeonpeas
16.0,73.0,19.0,18.416,34.805,4.684,163.275,Pigeonpeas
23.0,75.0,25.0,31.075,47.198,7.077,91.313,Pigeonpeas
32.0,70.0,20.0,20.893,46.249,6.209,195.57,Pigeonpeas
28.0,59.0,22.0,30.906,52.799,7.052,170.992,Pigeonpeas
5.0,62.0,23.0,27.935,66.455,4.722,145.373,Pigeonpeas
36.0,67.0,25.0,35.952,36.528,6.418,136.046,Pigeonpeas
1.0,66.0,23.0,19.543,56.928,4.804,173.169,Pigeonpeas
24.0,73.0,20.0,19.637,32.315,4.609,176.413,Pigeonpeas
17.0,67.0,18.0,31.219,56.469,5.612,129.203,Pigeonpeas
5.0,55.0,18.0,33.509,45.71,7.322,126.674,Pigeonpeas
5.0,56.0,24.0,24.807,45.011,5.023,188.493,Pigeonpeas
37.0,77.0,17.0,36.21,31.946,5.617,191.066,Pigeonpeas
13.0,73.0,20.0,30.504,35.489,5.392,162.593,Pigeonpeas
6.0,63.0,23.0,26.016,49.947,5.907,160.334,Pigeonpeas
16.0,77.0,22.0,31.485,35.64,6.574,100.547,Pigeonpeas
25.0,64.0,20.0,33.151,32.46,4.808,105.038,Pigeonpeas
34.0,75.0,24.0,23.502,51.29,4.76,192.302,Pigeonpeas
20.0,77.0,23.0,34.872,38.838,5.18,148.25,Pigeonpeas
35.0,80.0,25.0,28.093,44.933,4.896,197.114,Pigeonpeas
14.0,75.0,24.0,24.548,57.341,6.436,118.361,Pigeonpeas
36.0,80.0,21.0,33.648,48.415,7.066,100.467,Pigeonpeas
7.0,77.0,18.0,20.559,60.549,6.656,191.09,Pigeonpeas
29.0,78.0,25.0,19.96,59.332,5.983,195.787,Pigeonpeas
30.0,60.0,21.0,28.877,62.49,5.458,182.269,Pigeonpeas
20.0,74.0,16.0,36.044,43.614,4.759,159.894,Pigeonpeas
19.0,57.0,23.0,23.673,47.288,7.342,141.125,Pigeonpeas
3.0,60.0,19.0,25.747,40.719,4.821,100.779,Pigeonpeas
5.0,77.0,19.0,31.086,66.688,6.242,175.93,Pigeonpeas
5.0,68.0,20.0,18.73,61.332,5.001,139.871,Pigeonpeas
37.0,73.0,21.0,29.503,63.465,5.56,189.521,Pigeonpeas
9.0,59.0,24.0,20.435,39.373,4.747,137.228,Pigeonpeas
20.0,72.0,15.0,36.004,56.013,7.314,134.86,Pigeonpeas
31.0,56.0,23.0,31.468,35.395,5.662,174.572,Pigeonpeas
0.0,70.0,21.0,36.3,56.03,4.672,101.607,Pigeonpeas
21.0,74.0,15.0,29.491,67.106,6.472,153.25,Pigeonpeas
13.0,67.0,18.0,30.575,34.756,5.385,177.576,Pigeonpeas
27.0,74.0,20.0,24.695,59.967,5.86,91.958,Pigeonpeas
29.0,72.0,24.0,23.174,36.678,6.962,162.593,Pigeonpeas
5.0,68.0,20.0,19.044,33.107,6.122,155.371,Pigeonpeas
39.0,57.0,19.0,29.324,45.932,6.422,165.411,Pigeonpeas
22.0,62.0,16.0,34.646,54.323,4.829,180.901,Pigeonpeas
18.0,55.0,23.0,21.999,56.31,6.986,136.827,Pigeonpeas
39.0,77.0,21.0,22.998,60.242,4.604,159.689,Pigeonpeas
13.0,75.0,20.0,30.56,35.29,6.98,178.9,Pigeonpeas
27.0,71.0,24.0,31.464,48.176,7.065,165.405,Pigeonpeas
26.0,64.0,22.0,25.951,40.582,5.165,109.182,Pigeonpeas
23.0,55.0,16.0,21.011,69.691,5.111,185.204,Pigeonpeas
4.0,69.0,19.0,19.251,47.704,5.374,149.063,Pigeonpeas
20.0,67.0,19.0,19.245,50.545,5.671,180.647,Pigeonpeas
7.0,74.0,17.0,22.473,62.565,5.667,96.747,Pigeonpeas
17.0,64.0,18.0,36.751,58.258,6.079,124.603,Pigeonpeas
35.0,71.0,17.0,29.893,66.354,6.932,198.14,Pigeonpeas
11.0,72.0,22.0,29.377,44.823,6.843,172.402,Pigeonpeas
20.0,60.0,22.0,29.651,42.898,6.877,186.923,Pigeonpeas
10.0,71.0,18.0,19.543,66.348,6.151,173.111,Pigeonpeas
33.0,61.0,24.0,20.046,48.939,4.567,122.456,Pigeonpeas
3.0,49.0,18.0,27.911,64.709,3.693,32.679,Mothbeans
22.0,59.0,23.0,27.322,51.279,4.372,36.504,Mothbeans
36.0,58.0,25.0,28.66,59.319,8.399,36.926,Mothbeans
4.0,43.0,18.0,29.03,61.094,8.841,72.98,Mothbeans
29.0,54.0,16.0,27.78,54.65,8.153,32.05,Mothbeans
32.0,43.0,22.0,31.999,54.108,5.271,71.627,Mothbeans
14.0,55.0,15.0,27.336,55.278,8.05,73.448,Mothbeans
5.0,35.0,20.0,28.93,53.57,9.679,66.356,Mothbeans
25.0,57.0,24.0,27.655,58.6,6.975,36.943,Mothbeans
11.0,53.0,24.0,28.524,55.773,7.394,61.329,Mothbeans
40.0,49.0,17.0,31.022,45.892,6.687,53.568,Mothbeans
38.0,56.0,25.0,25.741,45.385,7.881,67.435,Mothbeans
27.0,43.0,23.0,31.704,56.854,5.875,44.943,Mothbeans
24.0,38.0,22.0,24.479,58.517,8.203,34.969,Mothbeans
23.0,45.0,21.0,31.465,51.799,8.985,74.443,Mothbeans
29.0,57.0,20.0,25.61,50.733,5.877,53.392,Mothbeans
31.0,35.0,23.0,30.303,47.183,7.708,68.04,Mothbeans
0.0,55.0,25.0,28.175,43.667,4.524,45.782,Mothbeans
7.0,45.0,22.0,25.506,44.83,9.926,74.326,Mothbeans
17.0,58.0,25.0,31.129,43.588,6.456,32.767,Mothbeans
11.0,44.0,17.0,26.34,55.592,8.016,35.105,Mothbeans
22.0,49.0,22.0,28.235,61.562,3.711,72.667,Mothbeans
9.0,51.0,19.0,27.045,49.326,5.491,48.252,Mothbeans
28.0,48.0,15.0,25.161,55.254,9.254,40.897,Mothbeans
26.0,50.0,19.0,27.318,51.669,6.005,32.559,Mothbeans
36.0,56.0,20.0,25.412,49.665,7.437,31.874,Mothbeans
8.0,60.0,18.0,31.216,46.019,3.808,53.121,Mothbeans
24.0,37.0,21.0,30.574,58.227,5.818,62.748,Mothbeans
22.0,43.0,24.0,25.425,53.221,4.524,46.194,Mothbeans
36.0,43.0,24.0,27.094,43.653,3.51,41.537,Mothbeans
22.0,44.0,24.0,24.309,56.329,6.03,58.995,Mothbeans
17.0,43.0,22.0,30.061,45.901,5.498,41.055,Mothbeans
8.0,45.0,15.0,28.096,60.984,4.611,33.841,Mothbeans
7.0,56.0,23.0,26.339,40.009,5.545,55.504,Mothbeans
36.0,57.0,16.0,28.614,57.142,8.293,57.029,Mothbeans
11.0,45.0,19.0,28.7,44.36,3.828,44.116,Mothbeans
6.0,36.0,22.0,24.216,59.792,8.87,42.248,Mothbeans
17.0,57.0,20.0,28.507,45.201,3.794,66.176,Mothbeans
4.0,47.0,20.0,25.979,64.956,4.193,72.192,Mothbeans
9.0,49.0,16.0,30.885,41.366,7.662,55.054,Mothbeans
25.0,51.0,24.0,25.504,61.669,9.393,65.08,Mothbeans
36.0,44.0,21.0,25.125,51.332,4.516,38.487,Mothbeans
21.0,38.0,20.0,27.105,63.568,5.794,62.203,Mothbeans
37.0,57.0,20.0,31.101,44.821,7.354,70.799,Mothbeans
32.0,48.0,18.0,26.457,56.402,5.994,64.162,Mothbeans
29.0,44.0,20.0,30.041,63.562,8.62,31.832,Mothbeans
25.0,51.0,18.0,27.778,54.821,9.459,50.284,Mothbeans
10.0,44.0,24.0,30.993,43.022,8.034,58.276,Mothbeans
23.0,35.0,18.0,26.491,47.365,5.414,36.994,Mothbeans
9.0,60.0,23.0,31.97,57.174,6.276,64.255,Mothbeans
3.0,58.0,21.0,25.361,46.827,9.161,55.605,Mothbeans
22.0,42.0,22.0,25.542,56.966,7.888,48.468,Mothbeans
12.0,39.0,21.0,28.993,62.859,8.184,70.471,Mothbeans
39.0,36.0,22.0,29.343,60.503,9.072,34.033,Mothbeans
32.0,41.0,16.0,28.636,61.395,7.702,68.549,Mothbeans
30.0,41.0,15.0,24.832,44.171,5.885,52.081,Mothbeans
19.0,36.0,22.0,25.447,58.554,6.165,57.048,Mothbeans
4.0,46.0,15.0,31.013,62.404,3.505,63.772,Mothbeans
21.0,39.0,20.0,27.062,52.3,7.388,60.746,Mothbeans
35.0,57.0,25.0,27.096,42.262,8.34,71.127,Mothbeans
22.0,55.0,24.0,28.568,57.306,8.661,64.53,Mothbeans
35.0,51.0,17.0,28.799,49.842,3.559,40.855,Mothbeans
17.0,56.0,17.0,27.943,45.414,5.957,69.663,Mothbeans
28.0,57.0,17.0,30.478,61.582,9.416,61.866,Mothbeans
22.0,36.0,16.0,30.581,50.771,8.184,64.586,Mothbeans
11.0,41.0,19.0,26.859,41.814,5.132,44.138,Mothbeans
38.0,38.0,18.0,26.311,61.187,6.294,35.734,Mothbeans
23.0,37.0,24.0,28.778,44.225,7.992,33.958,Mothbeans
25.0,35.0,20.0,28.902,43.354,8.923,71.9,Mothbeans
40.0,45.0,20.0,29.377,57.696,6.878,38.343,Mothbeans
23.0,58.0,19.0,24.171,58.252,5.244,59.19,Mothbeans
2.0,56.0,23.0,26.653,59.79,7.55,36.919,Mothbeans
3.0,56.0,17.0,28.199,53.506,8.709,52.136,Mothbeans
26.0,51.0,25.0,28.765,52.627,7.793,55.216,Mothbeans
39.0,42.0,20.0,29.35,61.254,8.056,40.828,Mothbeans
27.0,59.0,20.0,28.009,52.61,4.398,36.012,Mothbeans
24.0,45.0,19.0,26.859,48.825,5.952,34.743,Mothbeans
7.0,40.0,17.0,31.212,40.926,8.532,53.788,Mothbeans
15.0,45.0,23.0,24.204,61.434,7.224,46.02,Mothbeans
26.0,52.0,23.0,29.988,49.604,4.932,52.929,Mothbeans
20.0,45.0,16.0,29.94,54.618,4.626,45.437,Mothbeans
34.0,54.0,24.0,31.212,41.559,5.026,68.801,Mothbeans
19.0,51.0,25.0,26.805,48.24,3.525,43.878,Mothbeans
29.0,41.0,21.0,31.494,62.849,8.87,64.568,Mothbeans
20.0,50.0,22.0,30.997,46.427,9.407,38.316,Mothbeans
11.0,40.0,23.0,29.613,63.047,5.804,50.198,Mothbeans
15.0,54.0,15.0,29.976,57.032,8.355,44.861,Mothbeans
35.0,55.0,22.0,30.889,52.627,8.635,55.519,Mothbeans
9.0,59.0,25.0,30.393,60.163,7.699,35.375,Mothbeans
40.0,45.0,18.0,30.437,55.205,5.261,30.92,Mothbeans
35.0,38.0,19.0,25.327,63.182,9.113,32.711,Mothbeans
14.0,58.0,17.0,30.537,59.967,4.606,33.489,Mothbeans
40.0,55.0,18.0,30.383,40.593,7.116,47.954,Mothbeans
18.0,36.0,23.0,24.018,53.766,7.214,35.034,Mothbeans
35.0,52.0,15.0,28.698,61.148,9.935,65.676,Mothbeans
4.0,59.0,22.0,29.337,49.003,8.914,42.441,Mothbeans
22.0,51.0,16.0,27.966,61.349,8.64,70.105,Mothbeans
33.0,47.0,17.0,24.868,48.275,8.622,63.919,Mothbeans
2.0,51.0,17.0,25.877,45.963,5.839,38.533,Mothbeans
16.0,51.0,21.0,31.02,49.977,3.532,32.813,Mothbeans
19.0,55.0,20.0,27.433,87.805,7.185,54.734,Mungbean
8.0,54.0,20.0,28.334,80.773,7.034,38.798,Mungbean
36.0,55.0,20.0,27.015,84.343,6.636,55.296,Mungbean
10.0,56.0,16.0,28.174,81.046,6.828,36.357,Mungbean
22.0,56.0,17.0,29.879,87.328,6.891,44.752,Mungbean
9.0,57.0,24.0,29.892,89.715,7.165,42.995,Mungbean
34.0,59.0,23.0,28.562,83.249,6.936,56.483,Mungbean
31.0,51.0,25.0,27.536,85.57,7.197,53.019,Mungbean
0.0,49.0,18.0,29.684,87.936,6.99,41.825,Mungbean
21.0,39.0,20.0,28.144,82.119,7.065,46.757,Mungbean
28.0,35.0,22.0,29.53,86.733,7.157,59.872,Mungbean
17.0,52.0,17.0,27.884,86.451,6.365,44.644,Mungbean
24.0,42.0,23.0,28.225,82.359,6.428,44.012,Mungbean
28.0,46.0,16.0,29.008,84.961,6.664,45.91,Mungbean
21.0,38.0,21.0,29.755,86.452,6.638,37.546,Mungbean
34.0,60.0,25.0,29.784,85.169,6.794,40.779,Mungbean
19.0,53.0,22.0,27.864,80.451,6.853,42.831,Mungbean
31.0,58.0,15.0,27.11,84.968,7.122,51.526,Mungbean
19.0,35.0,24.0,27.11,83.643,6.883,49.12,Mungbean
24.0,53.0,17.0,28.955,89.079,6.421,57.659,Mungbean
13.0,47.0,20.0,29.218,87.937,6.545,43.139,Mungbean
31.0,53.0,16.0,28.742,85.817,6.452,48.546,Mungbean
28.0,45.0,23.0,29.65,80.299,6.489,56.763,Mungbean
31.0,37.0,21.0,27.239,86.404,6.713,37.312,Mungbean
33.0,60.0,15.0,28.952,81.671,6.511,56.511,Mungbean
34.0,45.0,21.0,28.188,82.606,6.287,37.011,Mungbean
13.0,57.0,25.0,28.3,86.207,6.863,50.473,Mungbean
33.0,57.0,17.0,27.896,88.718,6.784,57.799,Mungbean
32.0,57.0,22.0,28.69,87.504,6.769,44.566,Mungbean
23.0,59.0,25.0,27.826,88.731,6.321,56.688,Mungbean
35.0,41.0,18.0,28.706,81.592,6.705,59.871,Mungbean
6.0,48.0,24.0,28.636,84.614,6.791,48.483,Mungbean
29.0,36.0,25.0,28.285,88.439,7.13,48.567,Mungbean
4.0,36.0,22.0,27.609,86.133,7.013,43.8,Mungbean
10.0,59.0,22.0,28.609,86.995,7.156,36.946,Mungbean
14.0,48.0,21.0,29.246,84.801,6.991,53.432,Mungbean
8.0,50.0,21.0,28.629,89.115,6.219,50.499,Mungbean
20.0,40.0,15.0,29.573,88.075,7.199,45.045,Mungbean
36.0,43.0,22.0,27.827,87.167,6.39,58.372,Mungbean
14.0,57.0,15.0,29.876,83.148,6.623,40.12,Mungbean
11.0,60.0,23.0,27.337,88.502,7.033,51.098,Mungbean
10.0,59.0,15.0,29.83,89.304,6.324,58.867,Mungbean
7.0,60.0,25.0,28.275,82.76,6.398,56.05,Mungbean
2.0,47.0,15.0,29.869,85.991,6.401,58.414,Mungbean
20.0,45.0,22.0,29.589,89.994,6.905,54.961,Mungbean
2.0,39.0,15.0,28.072,82.912,6.479,49.619,Mungbean
27.0,40.0,24.0,27.84,89.996,7.063,52.846,Mungbean
35.0,48.0,15.0,27.108,87.451,6.982,55.037,Mungbean
4.0,59.0,25.0,27.685,81.943,6.227,54.622,Mungbean
1.0,48.0,24.0,29.346,85.605,6.233,59.036,Mungbean
36.0,43.0,21.0,28.363,84.859,7.14,52.93,Mungbean
11.0,46.0,24.0,27.653,89.807,6.459,56.526,Mungbean
34.0,47.0,19.0,27.314,85.448,6.569,53.152,Mungbean
21.0,44.0,18.0,27.069,86.899,7.129,50.467,Mungbean
17.0,58.0,20.0,28.066,85.916,6.429,39.238,Mungbean
25.0,40.0,21.0,27.733,81.139,6.249,44.176,Mungbean
2.0,38.0,18.0,27.536,89.929,6.62,45.486,Mungbean
9.0,48.0,20.0,29.665,84.282,6.378,56.095,Mungbean
37.0,49.0,25.0,29.915,85.854,6.415,41.391,Mungbean
36.0,38.0,15.0,28.364,87.598,6.321,57.995,Mungbean
40.0,58.0,15.0,29.464,87.609,6.978,43.154,Mungbean
30.0,44.0,16.0,29.73,82.892,6.442,50.915,Mungbean
1.0,59.0,23.0,27.469,87.176,7.184,43.784,Mungbean
9.0,48.0,22.0,27.771,87.1,6.403,49.508,Mungbean
14.0,41.0,17.0,29.129,88.483,7.086,36.45,Mungbean
35.0,52.0,19.0,27.106,89.896,6.699,37.457,Mungbean
31.0,48.0,17.0,28.881,86.942,6.595,53.797,Mungbean
4.0,41.0,20.0,28.147,83.8,6.648,37.448,Mungbean
30.0,37.0,25.0,29.891,80.145,7.12,54.796,Mungbean
9.0,35.0,20.0,27.415,80.98,6.914,40.532,Mungbean
20.0,41.0,20.0,29.273,89.488,7.073,50.925,Mungbean
37.0,50.0,23.0,29.653,88.486,6.53,56.019,Mungbean
34.0,35.0,21.0,28.445,82.676,6.684,58.187,Mungbean
14.0,37.0,15.0,27.962,83.976,6.581,48.937,Mungbean
23.0,39.0,22.0,29.256,81.98,6.865,42.025,Mungbean
5.0,45.0,21.0,28.363,88.01,6.487,43.051,Mungbean
22.0,37.0,20.0,27.627,86.494,6.606,39.261,Mungbean
40.0,51.0,17.0,28.661,86.122,6.861,50.015,Mungbean
27.0,56.0,20.0,29.211,87.115,6.419,51.538,Mungbean
31.0,40.0,22.0,29.409,86.161,6.366,53.355,Mungbean
38.0,36.0,21.0,28.03,84.885,6.556,36.12,Mungbean
6.0,37.0,17.0,28.087,80.35,6.761,38.145,Mungbean
6.0,47.0,18.0,29.162,80.28,6.715,40.165,Mungbean
24.0,44.0,17.0,29.86,80.035,6.666,50.665,Mungbean
25.0,59.0,19.0,29.066,83.687,6.627,43.952,Mungbean
32.0,56.0,21.0,27.385,88.667,6.703,58.299,Mungbean
8.0,45.0,18.0,27.93,85.421,7.011,43.251,Mungbean
19.0,39.0,17.0,29.281,81.801,6.89,44.474,Mungbean
39.0,37.0,15.0,28.997,83.789,6.822,59.845,Mungbean
33.0,37.0,19.0,27.927,86.554,7.183,43.483,Mungbean
26.0,54.0,17.0,28.547,88.957,6.273,49.49,Mungbean
21.0,51.0,15.0,29.365,89.189,6.679,48.302,Mungbean
22.0,54.0,20.0,28.561,83.638,6.69,41.013,Mungbean
29.0,45.0,16.0,28.437,87.913,6.583,43.121,Mungbean
4.0,40.0,21.0,28.797,80.457,6.726,44.301,Mungbean
10.0,37.0,22.0,28.728,89.128,7.07,58.53,Mungbean
4.0,44.0,19.0,27.956,83.527,6.922,43.257,Mungbean
20.0,45.0,17.0,28.175,83.697,6.771,37.246,Mungbean
23.0,45.0,23.0,28.777,86.691,6.983,56.124,Mungbean
25.0,48.0,21.0,28.438,83.49,6.268,52.555,Mungbean
56.0,79.0,15.0,29.484,63.199,7.455,71.891,Blackgram
25.0,62.0,21.0,26.734,68.14,7.04,67.151,Blackgram
42.0,61.0,22.0,26.273,62.288,7.419,70.232,Blackgram
42.0,73.0,25.0,34.037,67.211,6.502,73.236,Blackgram
44.0,58.0,18.0,28.036,65.066,6.814,72.495,Blackgram
50.0,55.0,16.0,28.815,65.335,7.581,62.262,Blackgram
35.0,72.0,21.0,34.036,64.288,7.741,66.855,Blackgram
30.0,64.0,20.0,33.864,61.571,6.574,68.022,Blackgram
27.0,64.0,21.0,32.842,68.684,7.544,73.672,Blackgram
50.0,74.0,17.0,27.101,63.361,6.541,73.849,Blackgram
39.0,73.0,24.0,25.658,61.182,7.224,69.286,Blackgram
57.0,67.0,25.0,32.347,66.615,7.551,64.559,Blackgram
52.0,63.0,19.0,29.589,68.322,6.929,67.53,Blackgram
55.0,66.0,22.0,30.912,68.794,7.748,66.638,Blackgram
51.0,56.0,18.0,28.128,64.21,6.707,70.863,Blackgram
36.0,66.0,15.0,30.085,69.348,6.668,67.137,Blackgram
59.0,55.0,19.0,31.744,62.51,7.332,68.971,Blackgram
50.0,58.0,23.0,27.813,62.505,7.597,69.756,Blackgram
30.0,65.0,25.0,32.887,64.595,7.707,71.506,Blackgram
20.0,62.0,18.0,29.364,64.987,7.367,61.912,Blackgram
58.0,71.0,15.0,27.826,67.586,6.919,74.012,Blackgram
25.0,71.0,24.0,28.495,60.448,7.188,74.916,Blackgram
52.0,71.0,16.0,27.743,68.54,7.076,71.786,Blackgram
40.0,63.0,18.0,30.416,67.663,6.744,63.025,Blackgram
20.0,60.0,25.0,27.325,69.09,6.726,61.193,Blackgram
48.0,61.0,21.0,30.285,61.693,6.628,65.629,Blackgram
49.0,68.0,22.0,28.568,61.533,7.127,63.497,Blackgram
48.0,62.0,15.0,25.366,66.638,7.539,65.817,Blackgram
32.0,66.0,17.0,34.947,65.268,7.162,70.142,Blackgram
21.0,63.0,22.0,25.097,67.728,6.859,74.616,Blackgram
20.0,72.0,19.0,32.476,64.348,7.397,65.82,Blackgram
25.0,65.0,21.0,33.864,68.592,6.88,69.245,Blackgram
41.0,78.0,21.0,25.199,60.373,6.581,70.888,Blackgram
53.0,67.0,17.0,31.777,69.019,7.297,61.469,Blackgram
39.0,60.0,21.0,34.898,63.599,6.973,64.728,Blackgram
25.0,76.0,17.0,31.741,68.635,7.241,62.306,Blackgram
21.0,78.0,19.0,27.162,66.76,6.92,69.851,Blackgram
57.0,60.0,17.0,26.238,67.885,7.505,73.587,Blackgram
56.0,75.0,15.0,30.202,60.065,7.152,66.372,Blackgram
49.0,72.0,15.0,31.558,67.836,7.137,74.87,Blackgram
24.0,80.0,19.0,29.679,69.085,6.808,65.664,Blackgram
49.0,76.0,18.0,27.054,67.702,7.394,60.469,Blackgram
28.0,68.0,19.0,34.639,61.386,7.7,72.432,Blackgram
55.0,78.0,21.0,33.394,62.937,6.603,63.574,Blackgram
50.0,64.0,25.0,28.841,63.372,6.734,70.255,Blackgram
34.0,80.0,19.0,31.493,63.056,6.521,71.483,Blackgram
20.0,68.0,23.0,25.55,63.954,7.707,63.183,Blackgram
55.0,67.0,16.0,34.373,69.694,6.597,70.272,Blackgram
23.0,70.0,15.0,34.601,63.113,7.404,60.418,Blackgram
53.0,74.0,15.0,29.435,64.943,7.517,72.178,Blackgram
26.0,67.0,16.0,29.107,67.906,7.176,67.833,Blackgram
33.0,80.0,22.0,28.57,65.718,6.594,70.087,Blackgram
37.0,79.0,19.0,27.544,69.348,7.144,69.409,Blackgram
33.0,75.0,21.0,33.047,68.939,6.691,62.303,Blackgram
22.0,55.0,20.0,33.953,69.961,7.424,61.164,Blackgram
20.0,68.0,17.0,30.119,60.117,6.579,71.73,Blackgram
43.0,68.0,20.0,29.578,66.176,7.497,69.439,Blackgram
44.0,76.0,22.0,27.265,68.012,7.775,68.918,Blackgram
34.0,60.0,16.0,31.357,64.25,7.323,63.857,Blackgram
21.0,72.0,17.0,31.521,66.557,7.581,61.711,Blackgram
25.0,68.0,19.0,29.4,64.255,7.108,67.477,Blackgram
41.0,62.0,15.0,29.384,64.149,7.359,65.242,Blackgram
28.0,65.0,23.0,28.387,61.889,7.405,74.245,Blackgram
35.0,64.0,15.0,28.474,63.536,6.5,69.527,Blackgram
52.0,58.0,16.0,30.641,61.145,7.167,71.369,Blackgram
58.0,75.0,25.0,25.256,61.367,7.262,68.647,Blackgram
34.0,66.0,19.0,32.97,60.181,7.587,73.447,Blackgram
52.0,70.0,16.0,33.669,66.604,7.535,67.325,Blackgram
23.0,57.0,19.0,32.84,67.998,7.251,73.405,Blackgram
42.0,58.0,25.0,27.459,62.9,6.514,69.46,Blackgram
37.0,62.0,17.0,25.686,69.844,7.121,74.621,Blackgram
44.0,75.0,22.0,30.033,64.148,7.575,71.21,Blackgram
21.0,80.0,20.0,28.207,68.271,7.351,64.329,Blackgram
56.0,76.0,16.0,28.273,61.19,7.513,63.299,Blackgram
29.0,76.0,15.0,28.542,64.202,7.026,69.689,Blackgram
43.0,61.0,20.0,26.872,61.614,6.804,63.518,Blackgram
55.0,60.0,15.0,32.798,68.78,7.163,64.114,Blackgram
44.0,63.0,15.0,26.423,64.511,7.339,63.465,Blackgram
29.0,67.0,21.0,29.792,63.388,6.621,63.022,Blackgram
47.0,63.0,16.0,27.44,67.105,6.662,72.507,Blackgram
40.0,68.0,17.0,34.126,65.149,7.733,70.408,Blackgram
58.0,61.0,15.0,30.949,64.234,7.403,62.787,Blackgram
41.0,74.0,18.0,28.758,61.027,6.599,73.377,Blackgram
58.0,79.0,17.0,27.248,66.101,7.042,62.318,Blackgram
27.0,62.0,24.0,28.63,66.771,7.354,62.274,Blackgram
27.0,60.0,17.0,26.418,63.647,7.027,64.422,Blackgram
52.0,65.0,20.0,32.817,66.157,6.814,68.839,Blackgram
44.0,55.0,25.0,29.632,65.914,7.422,71.163,Blackgram
21.0,62.0,24.0,33.491,62.733,6.847,65.453,Blackgram
60.0,59.0,22.0,31.868,66.742,7.192,74.222,Blackgram
33.0,77.0,21.0,30.33,65.63,7.013,71.646,Blackgram
59.0,58.0,17.0,28.546,66.314,7.368,62.835,Blackgram
29.0,63.0,17.0,30.026,67.888,7.262,66.473,Blackgram
59.0,63.0,18.0,31.655,60.133,6.527,66.691,Blackgram
29.0,70.0,15.0,30.335,63.547,6.873,74.167,Blackgram
58.0,73.0,16.0,33.37,65.677,6.874,64.895,Blackgram
55.0,77.0,22.0,31.435,62.993,7.761,64.777,Blackgram
42.0,79.0,23.0,27.717,63.291,6.782,68.565,Blackgram
44.0,77.0,21.0,32.639,61.301,7.327,61.839,Blackgram
38.0,62.0,25.0,32.748,67.78,7.454,63.378,Blackgram
32.0,76.0,15.0,28.052,63.498,7.604,43.358,Lentil
13.0,61.0,22.0,19.441,63.278,7.729,46.831,Lentil
38.0,60.0,20.0,29.848,60.639,7.491,46.805,Lentil
11.0,74.0,17.0,21.364,69.924,6.634,46.635,Lentil
37.0,71.0,16.0,26.287,68.52,7.325,46.138,Lentil
29.0,71.0,18.0,22.175,62.139,6.41,53.466,Lentil
2.0,72.0,18.0,26.576,60.979,7.837,50.891,Lentil
6.0,59.0,21.0,26.59,66.14,6.139,50.91,Lentil
13.0,64.0,20.0,19.135,62.575,6.591,36.469,Lentil
8.0,58.0,17.0,28.753,69.156,7.286,35.154,Lentil
6.0,77.0,20.0,25.787,60.282,6.058,49.143,Lentil
2.0,75.0,22.0,23.893,61.788,6.659,52.557,Lentil
3.0,69.0,23.0,28.674,63.188,7.299,42.96,Lentil
27.0,80.0,24.0,28.421,61.773,7.815,49.024,Lentil
